round,alive_nodes,round_energy
663,100,0.02572533168516418
664,100,0.025246434422502198
665,100,0.02516968763410679
666,100,0.025772776897928527
667,100,0.025260764818864467
668,100,0.025473546260631193
669,100,0.02537728404557191
670,100,0.025164784439610607
671,100,0.02553918982223283
672,100,0.025756561246333607
673,100,0.025339645811037436
674,100,0.02495922598493646
675,100,0.02551659413427845
676,100,0.02530854977169072
677,100,0.02530274464443193
678,100,0.025163554026582317
679,100,0.025343777008277668
680,100,0.02567794450868158
681,100,0.0251081636641118
682,100,0.02529712235591777
683,100,0.02546338669752094
684,100,0.024832786908447396
685,100,0.02504021934143849
686,100,0.025523791152397855
687,100,0.02509519868744851
688,100,0.02506999632377043
689,100,0.02556158063192409
690,100,0.02541396343155
691,100,0.025041795330945818
692,100,0.025358902180171002
693,100,0.025252723108293205
694,100,0.025452257790624332
695,100,0.025437914319200904
696,100,0.02494431812912184
697,100,0.025737030138871325
698,100,0.0254061768764526
699,100,0.025397631671440133
700,100,0.025513631361709328
701,100,0.025626830590671126
702,100,0.025210593039535913
703,100,0.025083349024719197
704,100,0.025534293699439135
705,100,0.025566998715872882
706,100,0.02537033157605632
707,100,0.024858240592746387
708,100,0.02544649382142164
709,100,0.02563709666074934
710,100,0.025343302563924017
711,100,0.025165992448881125
712,100,0.02541541970970783
713,100,0.025341301037800988
714,100,0.025314853531396786
715,100,0.02525411712600766
716,100,0.025174774593266377
717,100,0.02519684095275429
718,100,0.02488452397159028
719,100,0.024933920145324816
720,100,0.02530604001603224
721,100,0.025502789975389392
722,100,0.024900467610503813
723,100,0.025664894032989355
724,100,0.025035462598880946
725,100,0.02526251237029065
726,100,0.02565704500152392
727,100,0.025471830940293528
728,100,0.025032368063832203
729,100,0.02595064887034941
730,100,0.025563634784487248
731,100,0.02533520218325152
732,100,0.024911879596443434
733,100,0.024840077111391495
734,100,0.02564893129047373
735,100,0.02508320776985512
736,100,0.02503246047236954
737,100,0.025038788464665816
738,100,0.02550973737881464
739,100,0.02531436654028694
740,100,0.0253402856187561
741,100,0.025607764303645468
742,100,0.025708926722051568
743,100,0.025394235769535863
744,100,0.02581792362859453
745,100,0.025257769159348572
746,100,0.025701928032234714
747,100,0.025869617907553964
748,100,0.025349161518994853
749,100,0.025540628936430127
750,100,0.025353449714960022
751,100,0.025123754200781025
752,100,0.02493740994698042
753,100,0.025607361131607918
754,100,0.02504428280930231
755,100,0.024847398145266267
756,100,0.025161777742622758
757,100,0.02538994274037051
758,100,0.025313855154969596
759,100,0.02563548421481247
760,100,0.02531395179513538
761,100,0.025618700924267167
762,100,0.025652511713985054
763,100,0.02570207454257075
764,100,0.025045246396992633
765,100,0.025420589673493286
766,100,0.025932274956885104
767,100,0.02529784022462467
768,100,0.025087598577817987
769,100,0.02475625514372327
770,100,0.02520732568990025
771,100,0.02500308842582134
